year,week,id,team,opp,q1,q2,q3,final,spread,OU,imp_tot,ABCD,AABC,AABB,AAAB,AAAA
1986,6,198610120cle,kan,cle,0,7,7,7,4.5,40.0,17.75,false,false,false,true,false
1986,6,198610120cle,cle,kan,0,7,17,20,-4.5,40.0,22.25,false,false,true,false,false
1986,6,198610120clt,nor,clt,0,10,17,17,-4.0,37.5,20.75,false,false,true,false,false
1986,6,198610120clt,clt,nor,0,0,7,14,4.0,37.5,16.75,false,true,false,false,false
1986,6,198610120dal,was,dal,0,0,6,6,0.0,42.0,21.0,false,false,true,false,false
1986,6,198610120dal,dal,was,7,16,16,30,0.0,42.0,21.0,false,true,false,false,false
1986,6,198610120gnb,det,gnb,0,14,14,21,-2.5,39.5,21.0,false,true,false,false,false
1986,6,198610120gnb,gnb,det,0,7,7,14,2.5,39.5,18.5,false,true,false,false,false
1986,6,198610120mia,buf,mia,7,7,7,14,6.5,49.0,21.25,false,false,false,true,false
1986,6,198610120mia,mia,buf,3,10,20,27,-6.5,49.0,27.75,false,true,false,false,false
1986,6,198610120nwe,nyj,nwe,7,24,24,31,7.0,40.5,16.75,false,true,false,false,false
1986,6,198610120nwe,nwe,nyj,0,0,17,24,-7.0,40.5,23.75,false,true,false,false,false
1986,6,198610120nyg,phi,nyg,0,3,3,3,7.0,38.0,15.5,false,false,false,true,false
1986,6,198610120nyg,nyg,phi,0,14,28,35,-7.0,38.0,22.5,true,false,false,false,false
1986,6,198610120oti,chi,oti,0,7,14,20,-13.5,41.0,27.25,false,true,false,false,false
1986,6,198610120oti,oti,chi,0,0,7,7,13.5,41.0,13.75,false,false,true,false,false
1986,6,198610120rai,sea,rai,0,3,10,10,3.5,39.5,18.0,false,false,false,true,false
1986,6,198610120rai,rai,sea,7,14,14,14,-3.5,39.5,21.5,false,false,false,true,false
1986,6,198610120sdg,den,sdg,7,10,17,31,-5.5,42.5,24.0,false,true,false,false,false
1986,6,198610120sdg,sdg,den,7,7,7,14,5.5,42.5,18.5,false,false,false,true,false
1986,6,198610120sfo,min,sfo,14,14,17,27,9.5,41.5,16.0,false,false,true,false,false
1986,6,198610120sfo,sfo,min,7,17,24,24,-9.5,41.5,25.5,false,false,true,false,false
1986,6,198610120tam,crd,tam,0,9,16,30,3.0,38.0,17.5,false,true,false,false,false
1986,6,198610120tam,tam,crd,7,7,7,19,-3.0,38.0,20.5,false,false,false,true,false
1986,6,198610130cin,pit,cin,7,9,19,22,7.5,47.0,19.75,false,true,false,false,false
1986,6,198610130cin,cin,pit,7,14,14,24,-7.5,47.0,27.25,false,false,false,true,false
1986,7,198610190atl,sfo,atl,7,10,10,10,-3.0,43.0,23.0,false,false,false,true,false
1986,7,198610190atl,atl,sfo,3,3,3,10,3.0,43.0,20.0,false,false,false,true,false
1986,7,198610190buf,clt,buf,3,6,13,13,10.5,41.0,15.25,false,false,false,true,false
1986,7,198610190buf,buf,clt,7,17,24,24,-10.5,41.0,25.75,false,false,true,false,false
1986,7,198610190cin,oti,cin,7,14,14,28,6.5,45.5,19.5,false,true,false,false,false
1986,7,198610190cin,cin,oti,7,21,24,31,-6.5,45.5,26.0,false,true,false,false,false
1986,7,198610190cle,gnb,cle,0,3,17,17,13.0,41.5,14.25,false,true,false,false,false
1986,7,198610190cle,cle,gnb,7,14,14,14,-13.0,41.5,27.25,false,false,false,true,false
1986,7,198610190kan,sdg,kan,7,24,31,41,5.5,45.0,19.75,false,true,false,false,false
1986,7,198610190kan,kan,sdg,7,28,35,42,-5.5,45.0,25.25,true,false,false,false,false
1986,7,198610190mia,rai,mia,6,23,23,30,-1.0,44.0,22.5,false,true,false,false,false
1986,7,198610190mia,mia,rai,0,7,14,28,1.0,44.0,21.5,true,false,false,false,false
1986,7,198610190min,chi,min,0,0,0,7,-9.0,38.5,23.75,false,false,false,true,false
1986,7,198610190min,min,chi,13,16,23,23,9.0,38.5,14.75,false,false,false,true,false
1986,7,198610190nor,tam,nor,0,0,0,7,5.0,39.0,17.0,false,false,false,true,false
1986,7,198610190nor,nor,tam,10,17,24,38,-5.0,39.0,22.0,true,false,false,false,false
1986,7,198610190phi,dal,phi,7,7,14,17,-5.5,40.0,22.75,false,false,false,true,false
1986,7,198610190phi,phi,dal,0,0,7,14,5.5,40.0,17.25,false,true,false,false,false
1986,7,198610190pit,nwe,pit,10,24,31,34,-7.0,41.0,24.0,false,true,false,false,false
1986,7,198610190pit,pit,nwe,0,0,0,0,7.0,41.0,17.0,false,false,false,false,true
1986,7,198610190ram,det,ram,0,0,0,10,7.0,37.5,15.25,false,false,false,false,true
1986,7,198610190ram,ram,det,14,14,14,14,-7.0,37.5,22.25,false,false,false,false,true
1986,7,198610190sea,nyg,sea,0,9,9,12,3.0,39.0,18.0,false,true,false,false,false
1986,7,198610190sea,sea,nyg,7,7,10,17,-3.0,39.0,21.0,false,false,false,true,false
1986,7,198610190was,crd,was,0,7,14,21,13.0,38.5,12.75,true,false,false,false,false
1986,7,198610190was,was,crd,7,21,28,28,-13.0,38.5,25.75,false,true,false,false,false
1986,7,198610200nyj,den,nyj,0,0,3,10,-3.5,47.0,25.25,false,false,false,true,false
1986,7,198610200nyj,nyj,den,10,22,22,22,3.5,47.0,21.75,false,false,false,true,false
1986,8,198610260buf,nwe,buf,7,17,20,23,-7.0,41.0,24.0,false,true,false,false,false
1986,8,198610260buf,buf,nwe,0,0,3,3,7.0,41.0,17.0,false,false,true,false,false
1986,8,198610260chi,det,chi,0,0,7,7,14.5,39.0,12.25,false,false,true,false,false
1986,8,198610260chi,chi,det,7,10,10,13,-14.5,39.0,26.75,false,true,false,false,false
1986,8,198610260clt,mia,clt,7,17,17,17,-9.0,45.0,27.0,false,false,false,false,true
1986,8,198610260clt,clt,mia,7,10,10,13,9.0,45.0,18.0,false,true,false,false,false
1986,8,198610260dal,crd,dal,0,6,6,6,11.0,41.0,15.0,false,false,false,true,false
1986,8,198610260dal,dal,crd,6,27,37,37,-11.0,41.0,26.0,false,false,false,true,false
1986,8,198610260den,sea,den,0,3,6,13,5.5,41.0,17.75,false,true,false,false,false
1986,8,198610260den,den,sea,10,13,13,20,-5.5,41.0,23.25,false,false,true,false,false
1986,8,198610260gnb,sfo,gnb,0,7,14,31,-9.0,39.0,24.0,true,false,false,false,false
1986,8,198610260gnb,gnb,sfo,7,14,14,17,9.0,39.0,15.0,false,false,true,false,false
1986,8,198610260kan,tam,kan,3,13,13,20,9.5,42.0,16.25,false,false,false,true,false
1986,8,198610260kan,kan,tam,7,10,20,27,-9.5,42.0,25.75,false,false,true,false,false
1986,8,198610260min,cle,min,3,3,10,23,4.0,39.0,17.5,false,false,false,true,false
1986,8,198610260min,min,cle,3,17,20,20,-4.0,39.0,21.5,false,true,false,false,false
1986,8,198610260nyj,nor,nyj,6,6,6,23,9.0,41.0,16.0,false,false,false,true,false
1986,8,198610260nyj,nyj,nor,7,21,28,28,-9.0,41.0,25.0,false,true,false,false,false
1986,8,198610260oti,rai,oti,7,21,28,28,-6.5,39.0,22.75,false,true,false,false,false
1986,8,198610260oti,oti,rai,0,7,17,17,6.5,39.0,16.25,false,false,false,true,false
1986,8,198610260phi,sdg,phi,0,0,0,7,4.0,43.5,19.75,false,false,false,true,false
1986,8,198610260phi,phi,sdg,3,6,9,23,-4.0,43.5,23.75,false,true,false,false,false
1986,8,198610260pit,cin,pit,0,3,6,9,-4.5,41.0,22.75,true,false,false,false,false
1986,8,198610260pit,pit,cin,3,17,23,30,4.5,41.0,18.25,false,true,false,false,false
1986,8,198610260ram,atl,ram,0,0,7,7,3.0,38.0,17.5,false,false,true,false,false
1986,8,198610260ram,ram,atl,0,14,14,14,-3.0,38.0,20.5,false,false,false,true,false
1986,8,198610270nyg,was,nyg,0,3,17,20,3.5,38.0,17.25,false,true,false,false,false
1986,8,198610270nyg,nyg,was,3,13,20,27,-3.5,38.0,20.75,false,true,false,false,false
1986,9,198611020clt,cle,clt,14,14,24,24,-6.5,39.5,23.0,false,false,false,false,true
1986,9,198611020clt,clt,cle,0,3,3,9,6.5,39.5,16.5,false,true,false,false,false
1986,9,198611020crd,phi,crd,7,7,10,10,-2.5,37.0,19.75,false,false,true,false,false
1986,9,198611020crd,crd,phi,0,0,0,13,2.5,37.0,17.25,false,false,false,true,false
1986,9,198611020det,cin,det,0,10,17,24,2.5,44.0,20.75,false,true,false,false,false
1986,9,198611020det,det,cin,7,7,10,17,-2.5,44.0,23.25,false,false,false,true,false
1986,9,198611020mia,oti,mia,0,0,0,7,7.5,46.0,19.25,false,false,false,true,false
1986,9,198611020mia,mia,oti,0,21,28,28,-7.5,46.0,26.75,false,true,false,false,false
1986,9,198611020nor,sfo,nor,3,10,10,10,-5.5,39.0,22.25,false,false,false,true,false
1986,9,198611020nor,nor,sfo,14,14,17,23,5.5,39.0,16.75,false,true,false,false,false
1986,9,198611020nwe,atl,nwe,3,10,10,17,9.0,38.0,14.5,false,true,false,false,false
1986,9,198611020nwe,nwe,atl,3,9,19,25,-9.0,38.0,23.5,false,true,false,false,false
1986,9,198611020nyg,dal,nyg,0,7,7,14,3.0,41.0,19.0,false,true,false,false,false
1986,9,198611020nyg,nyg,dal,3,10,10,17,-3.0,41.0,22.0,false,true,false,false,false
1986,9,198611020pit,gnb,pit,0,3,3,3,5.0,38.0,16.5,false,false,false,true,false
1986,9,198611020pit,pit,gnb,10,13,20,27,-5.0,38.0,21.5,false,true,false,false,false
1986,9,198611020rai,den,rai,0,7,14,21,3.5,40.0,18.25,true,false,false,false,false
1986,9,198611020rai,rai,den,3,3,3,10,-3.5,40.0,21.75,false,false,false,true,false
1986,9,198611020sdg,kan,sdg,0,0,7,24,2.0,41.5,19.75,false,true,false,false,false
1986,9,198611020sdg,sdg,kan,2,16,16,23,-2.0,41.5,21.75,false,true,false,false,false
1986,9,198611020sea,nyj,sea,3,24,31,38,4.0,42.0,19.0,true,false,false,false,false
1986,9,198611020sea,sea,nyj,7,7,7,7,-4.0,42.0,23.0,false,false,false,false,true
1986,9,198611020tam,buf,tam,0,0,14,28,0.0,41.0,20.5,false,true,false,false,false
1986,9,198611020tam,tam,buf,10,20,20,34,0.0,41.0,20.5,false,false,false,true,false
1986,9,198611020was,min,was,14,17,31,38,7.0,40.0,16.5,true,false,false,false,false
1986,9,198611020was,was,min,10,16,26,44,-7.0,40.0,23.5,false,true,false,false,false
1986,9,198611030chi,ram,chi,0,0,17,20,8.0,35.0,13.5,false,false,false,true,false
1986,9,198611030chi,chi,ram,3,3,17,17,-8.0,35.0,21.5,false,false,true,false,false
1986,10,198611090atl,nyj,atl,0,21,28,28,-3.0,42.5,22.75,false,true,false,false,false
1986,10,198611090atl,atl,nyj,0,0,7,14,3.0,42.5,19.75,false,true,false,false,false
1986,10,198611090buf,pit,buf,0,0,12,12,1.0,39.0,19.0,false,false,true,false,false
1986,10,198611090buf,buf,pit,6,13,13,16,-1.0,39.0,20.0,false,false,true,false,false
1986,10,198611090clt,nwe,clt,3,6,20,30,-13.0,39.0,26.0,false,true,false,false,false
1986,10,198611090clt,clt,nwe,7,14,14,21,13.0,39.0,13.0,false,true,false,false,false
1986,10,198611090dal,rai,dal,0,3,10,17,3.0,40.0,18.5,false,true,false,false,false
1986,10,198611090dal,dal,rai,3,10,13,13,-3.0,40.0,21.5,false,false,false,true,false
1986,10,198611090den,sdg,den,3,6,6,9,13.5,42.0,14.25,false,true,false,false,false
1986,10,198611090den,den,sdg,0,3,3,3,-13.5,42.0,27.75,false,false,false,true,false
1986,10,198611090det,min,det,10,10,17,24,-3.0,41.0,22.0,false,true,false,false,false
1986,10,198611090det,det,min,0,0,10,10,3.0,41.0,19.0,false,false,false,false,true
1986,10,198611090gnb,was,gnb,6,6,13,16,-9.5,39.5,24.5,false,false,false,true,false
1986,10,198611090gnb,gnb,was,7,7,7,7,9.5,39.5,15.0,false,false,false,false,true
1986,10,198611090kan,sea,kan,0,0,0,7,1.0,40.0,19.5,false,false,false,true,false
1986,10,198611090kan,kan,sea,0,17,24,27,-1.0,40.0,20.5,false,true,false,false,false
1986,10,198611090nor,ram,nor,0,0,0,0,-2.5,36.5,19.5,false,false,false,false,true
1986,10,198611090nor,nor,ram,0,0,3,6,2.5,36.5,17.0,false,true,false,false,false
1986,10,198611090oti,cin,oti,0,0,14,28,-4.0,45.5,24.75,false,true,false,false,false
1986,10,198611090oti,oti,cin,10,19,29,32,4.0,45.5,20.75,false,true,false,false,false
1986,10,198611090phi,nyg,phi,0,10,17,17,-3.5,34.0,18.75,false,false,true,false,false
1986,10,198611090phi,phi,nyg,0,0,0,14,3.5,34.0,15.25,false,false,false,true,false
1986,10,198611090sfo,crd,sfo,3,10,10,17,11.0,40.0,14.5,false,true,false,false,false
1986,10,198611090sfo,sfo,crd,10,23,30,43,-11.0,40.0,25.5,false,false,true,false,false
1986,10,198611090tam,chi,tam,14,17,17,23,-10.5,38.0,24.25,false,true,false,false,false
1986,10,198611090tam,tam,chi,3,3,3,3,10.5,38.0,13.75,false,false,false,false,true
1986,10,198611100cle,mia,cle,0,10,10,16,3.0,45.0,21.0,false,false,false,true,false
1986,10,198611100cle,cle,mia,6,16,23,26,-3.0,45.0,24.0,false,false,false,true,false
1986,11,198611160atl,chi,atl,0,3,13,13,-7.0,36.5,21.75,false,false,false,true,false
1986,11,198611160atl,atl,chi,3,10,10,10,7.0,36.5,14.75,false,false,false,true,false
1986,11,198611160buf,mia,buf,0,10,20,34,-1.5,43.5,22.5,false,false,false,true,false
1986,11,198611160buf,buf,mia,7,21,24,24,1.5,43.5,21.0,false,true,false,false,false
1986,11,198611160cin,sea,cin,0,0,7,7,3.0,44.0,20.5,false,false,true,false,false
1986,11,198611160cin,cin,sea,7,10,17,34,-3.0,44.0,23.5,false,true,false,false,false
1986,11,198611160crd,nor,crd,0,10,10,16,-3.0,37.5,20.25,false,false,false,true,false
1986,11,198611160crd,crd,nor,0,0,7,7,3.0,37.5,17.25,false,false,true,false,false
1986,11,198611160den,kan,den,0,7,17,17,8.0,38.5,15.25,false,false,false,true,false
1986,11,198611160den,den,kan,21,31,38,38,-8.0,38.5,23.25,false,false,true,false,false
1986,11,198611160gnb,tam,gnb,0,0,0,7,4.0,38.5,17.25,false,false,false,true,false
1986,11,198611160gnb,gnb,tam,14,21,31,31,-4.0,38.5,21.25,false,false,false,true,false
1986,11,198611160min,nyg,min,3,9,12,22,-1.5,38.5,20.0,false,true,false,false,false
1986,11,198611160min,min,nyg,3,6,13,20,1.5,38.5,18.5,false,true,false,false,false
1986,11,198611160nyj,clt,nyj,7,9,9,16,16.0,42.5,13.25,false,true,false,false,false
1986,11,198611160nyj,nyj,clt,7,14,17,31,-16.0,42.5,29.25,false,true,false,false,false
1986,11,198611160phi,det,phi,7,7,7,13,3.5,35.0,15.75,false,false,false,true,false
1986,11,198611160phi,phi,det,0,5,5,11,-3.5,35.0,19.25,false,true,false,false,false
1986,11,198611160pit,oti,pit,7,10,10,10,4.5,38.5,17.0,false,false,false,true,false
1986,11,198611160pit,pit,oti,14,21,21,21,-4.5,38.5,21.5,false,false,false,true,false
1986,11,198611160rai,cle,rai,0,7,14,14,6.5,39.0,16.25,false,true,false,false,false
1986,11,198611160rai,rai,cle,10,17,17,27,-6.5,39.0,22.75,false,false,false,true,false
1986,11,198611160ram,nwe,ram,6,16,16,30,-2.5,37.5,20.0,false,false,false,true,false
1986,11,198611160ram,ram,nwe,0,14,21,28,2.5,37.5,17.5,true,false,false,false,false
1986,11,198611160sdg,dal,sdg,10,10,10,24,-6.0,43.0,24.5,false,false,false,true,false
1986,11,198611160sdg,sdg,dal,0,7,14,21,6.0,43.0,18.5,true,false,false,false,false
1986,11,198611170was,sfo,was,0,3,6,6,2.0,43.5,20.75,false,true,false,false,false
1986,11,198611170was,was,sfo,7,7,14,14,-2.0,43.5,22.75,false,false,true,false,false
1986,12,198611200sdg,rai,sdg,14,21,31,37,-6.5,44.0,25.25,false,true,false,false,false
1986,12,198611200sdg,sdg,rai,0,10,17,31,6.5,44.0,18.75,false,true,false,false,false
1986,12,198611230chi,gnb,chi,0,0,3,10,14.0,37.0,11.5,false,false,false,true,false
1986,12,198611230chi,chi,gnb,2,9,9,12,-14.0,37.0,25.5,false,false,true,false,false
1986,12,198611230cin,min,cin,10,20,20,20,3.0,45.0,21.0,false,false,false,false,true
1986,12,198611230cin,cin,min,21,21,21,24,-3.0,45.0,24.0,false,false,false,true,false
1986,12,198611230cle,pit,cle,7,14,21,31,6.5,37.0,15.25,false,true,false,false,false
1986,12,198611230cle,cle,pit,0,21,28,37,-6.5,37.0,21.75,true,false,false,false,false
1986,12,198611230crd,kan,crd,0,0,0,14,-3.5,39.5,21.5,false,false,false,true,false
1986,12,198611230crd,crd,kan,6,9,16,23,3.5,39.5,18.0,false,true,false,false,false
1986,12,198611230nwe,buf,nwe,0,3,6,19,13.0,43.0,15.0,true,false,false,false,false
1986,12,198611230nwe,nwe,buf,9,15,15,22,-13.0,43.0,28.0,false,true,false,false,false
1986,12,198611230nyg,den,nyg,3,6,9,16,3.0,38.0,17.5,false,true,false,false,false
1986,12,198611230nyg,nyg,den,0,10,13,19,-3.0,38.0,20.5,false,true,false,false,false
1986,12,198611230oti,clt,oti,3,3,3,17,7.0,41.0,17.0,false,false,false,true,false
1986,12,198611230oti,oti,clt,3,10,31,31,-7.0,41.0,24.0,false,true,false,false,false
1986,12,198611230ram,nor,ram,0,6,6,13,6.5,37.5,15.5,false,true,false,false,false
1986,12,198611230ram,ram,nor,7,10,23,26,-6.5,37.5,22.0,true,false,false,false,false
1986,12,198611230sea,phi,sea,3,6,13,20,6.0,37.5,15.75,false,true,false,false,false
1986,12,198611230sea,sea,phi,7,21,21,24,-6.0,37.5,21.75,false,true,false,false,false
1986,12,198611230sfo,atl,sfo,0,0,0,0,10.0,41.5,15.75,false,false,false,false,true
1986,12,198611230sfo,sfo,atl,7,20,20,20,-10.0,41.5,25.75,false,false,false,true,false
1986,12,198611230tam,det,tam,7,14,28,38,-3.5,38.0,20.75,false,true,false,false,false
1986,12,198611230tam,tam,det,3,3,10,17,3.5,38.0,17.25,false,true,false,false,false
1986,12,198611230was,dal,was,0,0,7,14,3.0,41.5,19.25,false,true,false,false,false
1986,12,198611230was,was,dal,14,34,41,41,-3.0,41.5,22.25,false,false,true,false,false
1986,12,198611240mia,nyj,mia,0,0,3,3,-2.0,53.0,27.5,false,false,true,false,false
1986,12,198611240mia,mia,nyj,7,21,31,45,2.0,53.0,25.5,false,true,false,false,false
1986,13,198611270dal,sea,dal,7,24,24,31,7.5,42.0,17.25,false,true,false,false,false
1986,13,198611270dal,dal,sea,7,7,14,14,-7.5,42.0,24.75,false,false,true,false,false
1986,13,198611270det,gnb,det,13,23,30,44,5.0,40.0,17.5,false,true,false,false,false
1986,13,198611270det,det,gnb,10,20,37,40,-5.0,40.0,22.5,false,false,false,true,false
1986,13,198611300chi,pit,chi,0,3,10,10,10.0,36.0,13.0,false,false,false,true,false
1986,13,198611300chi,chi,pit,3,3,3,13,-10.0,36.0,23.0,false,false,false,false,true
1986,13,198611300cle,oti,cle,0,0,3,10,7.0,41.0,17.0,false,false,false,true,false
1986,13,198611300cle,cle,oti,0,0,0,13,-7.0,41.0,24.0,false,false,false,true,false
1986,13,198611300clt,sdg,clt,10,10,10,17,-6.5,43.0,24.75,false,false,false,true,false
1986,13,198611300clt,clt,sdg,0,0,3,3,6.5,43.0,18.25,false,false,true,false,false
1986,13,198611300crd,was,crd,7,17,17,20,-7.5,39.0,23.25,false,false,false,true,false
1986,13,198611300crd,crd,was,3,10,10,17,7.5,39.0,15.75,false,true,false,false,false
1986,13,198611300den,cin,den,7,14,14,28,7.5,45.0,18.75,false,true,false,false,false
1986,13,198611300den,den,cin,3,24,34,34,-7.5,45.0,26.25,false,false,false,true,false
1986,13,198611300kan,buf,kan,0,10,17,17,6.5,41.5,17.5,false,false,true,false,false
1986,13,198611300kan,kan,buf,7,7,7,14,-6.5,41.5,24.0,false,false,false,true,false
1986,13,198611300mia,atl,mia,10,10,10,20,8.5,44.5,18.0,false,false,false,false,true
1986,13,198611300mia,mia,atl,0,0,7,14,-8.5,44.5,26.5,false,true,false,false,false
1986,13,198611300min,tam,min,0,6,6,13,13.0,45.0,16.0,false,true,false,false,false
1986,13,198611300min,min,tam,7,14,21,45,-13.0,45.0,29.0,true,false,false,false,false
1986,13,198611300nor,nwe,nor,0,0,7,21,-3.0,37.0,20.0,false,true,false,false,false
1986,13,198611300nor,nor,nwe,0,0,10,20,3.0,37.0,17.0,false,false,false,false,true
1986,13,198611300nyj,ram,nyj,0,10,10,17,2.0,41.0,19.5,false,false,false,true,false
1986,13,198611300nyj,nyj,ram,0,0,0,3,-2.0,41.0,21.5,false,false,false,true,false
1986,13,198611300rai,phi,rai,13,13,20,33,11.0,37.0,13.0,false,false,false,true,false
1986,13,198611300rai,rai,phi,7,10,24,27,-11.0,37.0,24.0,false,true,false,false,false
1986,13,198612010sfo,nyg,sfo,0,0,21,21,3.0,40.0,18.5,false,false,true,false,false
1986,13,198612010sfo,sfo,nyg,3,17,17,17,-3.0,40.0,21.5,false,false,false,true,false
1986,14,198612070atl,clt,atl,7,7,14,28,11.0,37.0,13.0,false,true,false,false,false
1986,14,198612070atl,atl,clt,14,17,20,23,-11.0,37.0,24.0,true,false,false,false,false
1986,14,198612070buf,cle,buf,7,14,21,21,-3.0,37.0,20.0,false,true,false,false,false
1986,14,198612070buf,buf,cle,0,3,10,17,3.0,37.0,17.0,false,true,false,false,false
1986,14,198612070chi,tam,chi,0,0,0,14,17.0,35.0,9.0,false,false,false,true,false
1986,14,198612070chi,chi,tam,7,28,42,48,-17.0,35.0,26.0,false,true,false,false,false
1986,14,198612070gnb,min,gnb,13,13,22,32,-3.0,40.0,21.5,false,false,true,false,false
1986,14,198612070gnb,gnb,min,3,6,6,6,3.0,40.0,18.5,false,false,false,true,false
1986,14,198612070kan,den,kan,3,10,10,10,-5.5,38.0,21.75,false,false,false,true,false
1986,14,198612070kan,kan,den,3,10,17,37,5.5,38.0,16.25,false,true,false,false,false
1986,14,198612070nor,mia,nor,14,31,31,31,3.5,41.0,18.75,false,false,false,true,false
1986,14,198612070nor,nor,mia,7,10,20,27,-3.5,41.0,22.25,false,false,true,false,false
1986,14,198612070nwe,cin,nwe,0,7,17,31,4.5,46.0,20.75,false,true,false,false,false
1986,14,198612070nwe,nwe,cin,0,0,7,7,-4.5,46.0,25.25,false,false,true,false,false
1986,14,198612070phi,crd,phi,0,3,3,10,4.5,36.0,15.75,false,false,true,false,false
1986,14,198612070phi,phi,crd,3,3,3,10,-4.5,36.0,20.25,false,false,false,true,false
1986,14,198612070pit,det,pit,0,10,17,17,4.5,36.0,15.75,false,false,true,false,false
1986,14,198612070pit,pit,det,3,10,24,27,-4.5,36.0,20.25,true,false,false,false,false
1986,14,198612070ram,dal,ram,7,10,10,10,5.0,39.0,17.0,false,false,false,true,false
1986,14,198612070ram,ram,dal,7,20,22,29,-5.0,39.0,22.0,true,false,false,false,false
1986,14,198612070sdg,oti,sdg,0,0,0,0,7.0,43.0,18.0,false,false,false,false,true
1986,14,198612070sdg,sdg,oti,0,17,20,27,-7.0,43.0,25.0,false,false,true,false,false
1986,14,198612070sfo,nyj,sfo,0,3,3,10,6.0,43.0,18.5,false,false,true,false,false
1986,14,198612070sfo,sfo,nyj,0,14,21,24,-6.0,43.0,24.5,false,true,false,false,false
1986,14,198612070was,nyg,was,0,14,24,24,3.5,38.0,17.25,false,false,false,true,false
1986,14,198612070was,was,nyg,0,7,7,14,-3.5,38.0,20.75,false,true,false,false,false
1986,14,198612080sea,rai,sea,0,0,0,0,-2.5,41.0,21.75,false,false,false,false,true
1986,14,198612080sea,sea,rai,14,24,30,37,2.5,41.0,19.25,false,true,false,false,false
1986,15,198612130den,was,den,6,13,13,30,3.5,39.0,17.75,false,true,false,false,false
1986,15,198612130den,den,was,0,7,21,31,-3.5,39.0,21.25,false,true,false,false,false
1986,15,198612130nyj,pit,nyj,0,17,17,45,6.5,38.0,15.75,false,true,false,false,false
1986,15,198612130nyj,nyj,pit,0,14,17,24,-6.5,38.0,22.25,false,true,false,false,false
1986,15,198612140atl,nor,atl,7,7,7,14,-1.0,39.0,20.0,false,false,false,true,false
1986,15,198612140atl,atl,nor,0,0,6,9,1.0,39.0,19.0,false,true,false,false,false
1986,15,198612140cin,cle,cin,14,17,31,34,3.0,42.0,19.5,false,true,false,false,false
1986,15,198612140cin,cin,cle,3,3,3,3,-3.0,42.0,22.5,false,false,false,false,true
1986,15,198612140clt,buf,clt,7,14,14,14,-4.0,38.0,21.0,false,false,false,true,false
1986,15,198612140clt,clt,buf,0,0,14,24,4.0,38.0,17.0,false,false,true,false,false
1986,15,198612140dal,phi,dal,3,6,13,23,6.5,37.0,15.25,false,false,false,true,false
1986,15,198612140dal,dal,phi,7,7,14,21,-6.5,37.0,21.75,false,true,false,false,false
1986,15,198612140nwe,sfo,nwe,7,16,16,29,-2.5,41.0,21.75,false,true,false,false,false
1986,15,198612140nwe,nwe,sfo,10,10,17,24,2.5,41.0,19.25,false,true,false,false,false
1986,15,198612140nyg,crd,nyg,0,0,0,7,10.5,37.0,13.25,false,false,false,true,false
1986,15,198612140nyg,nyg,crd,7,17,20,27,-10.5,37.0,23.75,false,false,false,true,false
1986,15,198612140oti,min,oti,0,7,7,10,-7.0,41.0,24.0,false,false,true,false,false
1986,15,198612140oti,oti,min,3,13,13,23,7.0,41.0,17.0,false,false,false,false,true
1986,15,198612140rai,kan,rai,10,20,20,20,6.5,41.0,17.25,false,false,false,false,true
1986,15,198612140rai,rai,kan,0,10,17,17,-6.5,41.0,23.75,false,false,true,false,false
1986,15,198612140ram,mia,ram,0,21,28,37,6.5,44.0,18.75,true,false,false,false,false
1986,15,198612140ram,ram,mia,0,7,21,31,-6.5,44.0,25.25,false,true,false,false,false
1986,15,198612140sdg,sea,sdg,10,17,20,34,2.5,43.0,20.25,false,true,false,false,false
1986,15,198612140sdg,sdg,sea,0,17,17,24,-2.5,43.0,22.75,false,true,false,false,false
1986,15,198612140tam,gnb,tam,0,7,14,21,-4.0,44.0,24.0,true,false,false,false,false
1986,15,198612140tam,tam,gnb,0,0,0,7,4.0,44.0,20.0,false,false,false,true,false
1986,15,198612150det,chi,det,0,3,3,16,-9.5,38.0,23.75,false,true,false,false,false
1986,15,198612150det,det,chi,3,6,13,13,9.5,38.0,14.25,false,false,false,true,false
1986,16,198612190sfo,ram,sfo,0,7,7,14,4.5,40.0,17.75,false,true,false,false,false
1986,16,198612190sfo,sfo,ram,10,17,24,24,-4.5,40.0,22.25,false,true,false,false,false
1986,16,198612200nyg,gnb,nyg,0,17,24,24,12.0,36.0,12.0,false,true,false,false,false
1986,16,198612200nyg,nyg,gnb,21,24,38,55,-12.0,36.0,24.0,true,false,false,false,false
1986,16,198612200sea,den,sea,0,10,13,16,3.5,44.0,20.25,false,true,false,false,false
1986,16,198612200sea,sea,den,3,20,27,41,-3.5,44.0,23.75,true,false,false,false,false
1986,16,198612210cin,nyj,cin,7,21,21,21,7.0,46.0,19.5,false,false,false,true,false
1986,16,198612210cin,cin,nyj,7,17,38,52,-7.0,46.0,26.5,false,true,false,false,false
1986,16,198612210cle,sdg,cle,0,10,17,17,6.5,42.0,17.75,false,false,true,false,false
1986,16,198612210cle,cle,sdg,7,20,37,47,-6.5,42.0,24.25,false,false,false,true,false
1986,16,198612210crd,tam,crd,7,7,17,17,12.5,41.0,14.25,false,false,false,false,true
1986,16,198612210crd,crd,tam,0,21,21,21,-12.5,41.0,26.75,false,false,false,true,false
1986,16,198612210dal,chi,dal,7,21,24,24,-3.0,35.0,19.0,false,true,false,false,false
