year,week,day,team,opp,q1,q2,q3,final
2005,4,1002,min,atl,0,0,0,10
2005,4,1002,atl,min,7,17,3,30
2005,4,1002,sfo,crd,14,0,0,14
2005,4,1002,crd,sfo,0,12,6,31
2005,4,1003,gnb,car,7,0,6,29
2005,4,1003,car,gnb,7,16,3,32
2005,5,1009,mia,buf,0,0,7,14
2005,5,1009,buf,mia,10,7,0,20
2005,5,1009,sea,ram,14,10,10,37
2005,5,1009,ram,sea,7,14,7,31
2005,5,1009,oti,htx,7,3,14,34
2005,5,1009,htx,oti,0,6,3,20
2005,5,1009,nor,gnb,3,0,0,3
2005,5,1009,gnb,nor,14,21,10,52
2005,5,1009,rav,det,0,10,0,17
2005,5,1009,det,rav,14,0,7,35
2005,5,1009,chi,cle,0,3,7,10
2005,5,1009,cle,chi,3,3,0,20
2005,5,1009,tam,nyj,3,6,0,12
2005,5,1009,nyj,tam,0,7,7,14
2005,5,1009,nwe,atl,14,0,14,31
2005,5,1009,atl,nwe,0,13,0,28
2005,5,1009,clt,sfo,7,7,0,28
2005,5,1009,sfo,clt,0,0,3,3
2005,5,1009,was,den,7,3,0,19
2005,5,1009,den,was,7,7,7,21
2005,5,1009,phi,dal,0,3,7,10
2005,5,1009,dal,phi,17,10,3,33
2005,5,1009,car,crd,3,7,0,24
2005,5,1009,crd,car,0,17,3,20
2005,5,1009,cin,jax,0,7,6,20
2005,5,1009,jax,cin,10,3,7,23
2005,5,1010,pit,sdg,0,14,0,24
2005,5,1010,sdg,pit,0,7,6,22
2005,6,1016,was,kan,0,7,14,21
2005,6,1016,kan,was,3,3,15,28
2005,6,1016,nyg,dal,3,3,0,13
2005,6,1016,dal,nyg,0,7,0,16
2005,6,1016,mia,tam,3,0,3,13
2005,6,1016,tam,mia,10,0,17,27
2005,6,1016,cle,rav,0,0,3,3
2005,6,1016,rav,cle,10,6,0,16
2005,6,1016,jax,pit,7,3,7,23
2005,6,1016,pit,jax,0,14,0,17
2005,6,1016,car,det,7,7,0,21
2005,6,1016,det,car,0,14,3,20
2005,6,1016,min,chi,0,3,0,3
2005,6,1016,chi,min,0,7,7,28
2005,6,1016,cin,oti,0,7,10,31
2005,6,1016,oti,cin,0,10,7,23
2005,6,1016,atl,nor,3,14,0,34
2005,6,1016,nor,atl,7,3,7,31
2005,6,1016,nyj,buf,0,10,7,17
2005,6,1016,buf,nyj,7,10,7,27
2005,6,1016,sdg,rai,14,10,3,27
2005,6,1016,rai,sdg,7,0,7,14
2005,6,1016,nwe,den,3,0,3,20
2005,6,1016,den,nwe,0,21,7,28
2005,6,1016,htx,sea,0,3,7,10
2005,6,1016,sea,htx,14,7,7,42
2005,6,1017,ram,clt,17,3,0,28
2005,6,1017,clt,ram,0,14,10,45
2005,7,1021,kan,mia,7,7,10,30
2005,7,1021,mia,kan,0,6,7,20
2005,7,1023,gnb,min,0,17,0,20
2005,7,1023,min,gnb,0,0,10,23
2005,7,1023,pit,cin,0,7,17,27
2005,7,1023,cin,pit,3,3,0,13
2005,7,1023,nor,ram,14,0,0,17
2005,7,1023,ram,nor,0,7,0,28
2005,7,1023,sdg,phi,0,0,7,17
2005,7,1023,phi,sdg,0,7,3,20
2005,7,1023,sfo,was,7,0,0,17
2005,7,1023,was,sfo,14,21,10,52
2005,7,1023,clt,htx,7,7,10,38
2005,7,1023,htx,clt,0,14,0,20
2005,7,1023,det,cle,0,7,3,13
2005,7,1023,cle,det,3,7,0,10
2005,7,1023,dal,sea,7,0,0,10
2005,7,1023,sea,dal,0,3,0,13
2005,7,1023,rav,chi,0,6,0,6
2005,7,1023,chi,rav,7,0,3,10
2005,7,1023,buf,rai,7,3,0,17
2005,7,1023,rai,buf,0,17,7,38
2005,7,1023,den,nyg,6,7,7,23
2005,7,1023,nyg,den,7,3,0,24
2005,7,1023,oti,crd,10,0,0,10
2005,7,1023,crd,oti,0,10,3,20
2005,7,1024,nyj,atl,0,7,0,14
2005,7,1024,atl,nyj,10,10,7,27
2005,8,1030,crd,dal,3,7,3,13
2005,8,1030,dal,crd,10,14,3,34
2005,8,1030,gnb,cin,0,7,0,14
2005,8,1030,cin,gnb,7,7,0,21
2005,8,1030,min,car,0,0,7,13
2005,8,1030,car,min,7,17,7,38
2005,8,1030,jax,ram,7,7,7,21
2005,8,1030,ram,jax,14,3,0,24
2005,8,1030,rai,oti,17,7,3,34
2005,8,1030,oti,rai,0,22,0,25
2005,8,1030,cle,htx,10,3,0,16
2005,8,1030,htx,cle,7,3,3,19
2005,8,1030,chi,det,0,13,0,19
2005,8,1030,det,chi,3,0,7,13
2005,8,1030,was,nyg,0,0,0,0
2005,8,1030,nyg,was,6,13,17,36
2005,8,1030,kan,sdg,0,3,7,20
2005,8,1030,sdg,kan,7,14,0,28
2005,8,1030,mia,nor,3,6,2,21
2005,8,1030,nor,mia,3,0,3,6
2005,8,1030,tam,sfo,0,3,0,10
2005,8,1030,sfo,tam,0,6,6,15
2005,8,1030,phi,den,0,7,14,21
2005,8,1030,den,phi,14,14,0,49
2005,8,1030,buf,nwe,0,3,7,16
2005,8,1030,nwe,buf,0,0,7,21
2005,8,1031,rav,pit,7,3,0,19
2005,8,1031,pit,rav,7,3,7,20
2005,9,1106,rai,kan,3,6,0,23
2005,9,1106,kan,rai,0,6,7,27
2005,9,1106,htx,jax,0,7,7,14
2005,9,1106,jax,htx,0,0,7,21
2005,9,1106,car,tam,10,7,10,34
2005,9,1106,tam,car,0,7,0,14
2005,9,1106,cin,rav,0,14,0,21
2005,9,1106,rav,cin,3,3,0,9
2005,9,1106,sdg,nyj,14,7,7,31
2005,9,1106,nyj,sdg,0,10,3,26
2005,9,1106,oti,cle,0,7,0,14
2005,9,1106,cle,oti,7,0,10,20
2005,9,1106,atl,mia,7,7,3,17
2005,9,1106,mia,atl,0,10,0,10
2005,9,1106,det,min,0,7,0,14
2005,9,1106,min,det,3,21,0,27
2005,9,1106,sea,crd,3,14,10,33
2005,9,1106,crd,sea,3,3,10,19
2005,9,1106,chi,nor,7,3,7,20
2005,9,1106,nor,chi,3,7,0,17
2005,9,1106,nyg,sfo,3,7,0,24
2005,9,1106,sfo,nyg,0,0,6,6
2005,9,1106,pit,gnb,6,7,0,20
2005,9,1106,gnb,pit,3,0,7,10
2005,9,1106,phi,was,7,0,3,10
2005,9,1106,was,phi,0,10,7,17
2005,9,1107,clt,nwe,7,14,10,40
2005,9,1107,nwe,clt,7,0,7,21
2005,10,1113,rav,jax,3,0,0,3
2005,10,1113,jax,rav,0,10,7,30
2005,10,1113,kan,buf,3,0,0,3
2005,10,1113,buf,kan,0,7,7,14
2005,10,1113,min,nyg,0,7,14,24
2005,10,1113,nyg,min,0,6,7,21
2005,10,1113,nwe,mia,0,3,9,23
2005,10,1113,mia,nwe,0,7,0,16
2005,10,1113,crd,det,0,3,8,21
2005,10,1113,det,crd,9,10,7,29
2005,10,1113,htx,clt,0,7,10,17
2005,10,1113,clt,htx,7,14,7,31
2005,10,1113,sfo,chi,0,3,3,9
2005,10,1113,chi,sfo,0,7,0,17
2005,10,1113,nyj,car,0,3,0,3
2005,10,1113,car,nyj,7,3,0,30
2005,10,1113,den,rai,0,13,10,31
2005,10,1113,rai,den,0,0,0,17
2005,10,1113,gnb,atl,14,3,6,33
2005,10,1113,atl,gnb,0,14,0,25
2005,10,1113,was,tam,3,10,15,35
2005,10,1113,tam,was,7,14,7,36
2005,10,1113,ram,sea,3,0,6,16
2005,10,1113,sea,ram,0,10,14,31
2005,10,1113,cle,pit,7,0,0,21
2005,10,1113,pit,cle,0,17,7,34
2005,10,1114,dal,phi,7,0,0,21
2005,10,1114,phi,dal,7,7,3,20
2005,11,1120,car,chi,0,0,0,3
2005,11,1120,chi,car,10,3,0,13
2005,11,1120,rai,was,3,0,7,16
2005,11,1120,was,rai,7,6,0,13
2005,11,1120,pit,rav,0,6,0,13
2005,11,1120,rav,pit,0,13,0,16
2005,11,1120,crd,ram,3,10,3,38
2005,11,1120,ram,crd,3,7,7,28
2005,11,1120,jax,oti,0,7,14,31
2005,11,1120,oti,jax,0,14,7,28
2005,11,1120,nor,nwe,0,7,0,17
2005,11,1120,nwe,nor,7,7,7,24
2005,11,1120,det,dal,0,7,0,7
2005,11,1120,dal,det,7,6,7,20
2005,11,1120,mia,cle,0,0,0,0
2005,11,1120,cle,mia,9,3,10,22
2005,11,1120,phi,nyg,0,0,10,17
2005,11,1120,nyg,phi,0,10,3,27
2005,11,1120,tam,atl,10,3,7,30
2005,11,1120,atl,tam,0,10,7,27
2005,11,1120,sea,sfo,3,14,10,27
2005,11,1120,sfo,sea,3,6,3,25
2005,11,1120,clt,cin,14,21,7,45
2005,11,1120,cin,clt,10,17,7,37
2005,11,1120,buf,sdg,3,7,0,10
2005,11,1120,sdg,buf,14,21,3,48
2005,11,1120,nyj,den,0,0,0,0
2005,11,1120,den,nyj,7,10,0,27
2005,11,1120,kan,htx,10,21,0,45
2005,11,1120,htx,kan,7,0,10,17
2005,11,1121,min,gnb,0,7,7,20
2005,11,1121,gnb,min,7,7,0,17
2005,12,1124,atl,det,10,7,10,27
2005,12,1124,det,atl,0,0,0,7
2005,12,1124,den,dal,7,7,7,24
2005,12,1124,dal,den,7,7,0,21
2005,12,1127,nwe,kan,0,3,7,16
2005,12,1127,kan,nwe,7,12,7,26
2005,12,1127,car,buf,0,3,3,13
2005,12,1127,buf,car,0,6,0,9
2005,12,1127,sdg,was,0,7,0,23
2005,12,1127,was,sdg,3,7,7,17
2005,12,1127,chi,tam,7,3,3,13
2005,12,1127,tam,chi,3,0,0,10
2005,12,1127,cle,min,0,3,3,12
2005,12,1127,min,cle,3,7,7,24
2005,12,1127,sfo,oti,0,14,0,22
2005,12,1127,oti,sfo,3,6,21,33
2005,12,1127,ram,htx,0,3,7,33
2005,12,1127,htx,ram,7,17,0,27
2005,12,1127,rav,cin,0,0,14,29
2005,12,1127,cin,rav,3,14,17,42
2005,12,1127,mia,rai,7,7,9,33
2005,12,1127,rai,mia,0,7,7,21
2005,12,1127,jax,crd,7,3,7,24
2005,12,1127,crd,jax,0,0,3,17
2005,12,1127,nyg,sea,0,10,3,21
2005,12,1127,sea,nyg,7,0,7,24
2005,12,1127,gnb,phi,7,7,0,14
2005,12,1127,phi,gnb,10,0,3,19
2005,12,1127,nor,nyj,0,14,0,21
2005,12,1127,nyj,nor,3,6,7,19
2005,12,1128,pit,clt,7,0,0,7
2005,12,1128,clt,pit,10,6,7,26
2005,13,1204,htx,rav,3,3,0,15
2005,13,1204,rav,htx,0,7,0,16
2005,13,1204,cin,pit,7,14,10,38
2005,13,1204,pit,cin,14,3,7,31
2005,13,1204,min,det,7,7,7,21
2005,13,1204,det,min,3,3,3,16
2005,13,1204,oti,clt,0,3,0,3
2005,13,1204,clt,oti,7,7,14,35
2005,13,1204,jax,cle,3,0,17,20
2005,13,1204,cle,jax,0,14,0,14
2005,13,1204,atl,car,3,3,0,6
2005,13,1204,car,atl,7,7,0,24
2005,13,1204,dal,nyg,0,0,10,10
2005,13,1204,nyg,dal,0,10,7,17
2005,13,1204,buf,mia,21,0,2,23
2005,13,1204,mia,buf,0,3,0,24
2005,13,1204,gnb,chi,0,7,0,7
2005,13,1204,chi,gnb,0,9,0,19
2005,13,1204,tam,nor,0,7,0,10
2005,13,1204,nor,tam,0,3,0,3
2005,13,1204,crd,sfo,3,0,6,17
2005,13,1204,sfo,crd,0,7,3,10
2005,13,1204,was,ram,7,3,0,24
2005,13,1204,ram,was,0,7,0,9
2005,13,1204,nyj,nwe,0,3,0,3
2005,13,1204,nwe,nyj,0,6,7,16
2005,13,1204,den,kan,7,14,3,27
2005,13,1204,kan,den,7,14,3,31
2005,13,1204,rai,sdg,3,7,0,10
2005,13,1204,sdg,rai,3,14,7,34
2005,13,1205,sea,phi,14,21,7,42
2005,13,1205,phi,sea,0,0,0,0
2005,14,1211,clt,jax,7,10,6,26
2005,14,1211,jax,clt,0,3,0,18
2005,14,1211,nwe,buf,7,7,7,35
2005,14,1211,buf,nwe,0,0,0,7
2005,14,1211,chi,pit,3,0,0,9
2005,14,1211,pit,chi,7,7,7,21
2005,14,1211,rai,nyj,0,3,0,10
2005,14,1211,nyj,rai,3,3,6,26
2005,14,1211,cle,cin,7,7,3,20
2005,14,1211,cin,cle,7,6,7,23
2005,14,1211,tam,car,7,3,3,20
2005,14,1211,car,tam,0,0,3,10
2005,14,1211,htx,oti,3,7,0,10
2005,14,1211,oti,htx,0,3,7,13
2005,14,1211,ram,min,0,6,7,13
2005,14,1211,min,ram,7,6,14,27
2005,14,1211,nyg,phi,7,10,3,26
2005,14,1211,phi,nyg,7,10,0,23
2005,14,1211,was,crd,0,3,14,17
2005,14,1211,crd,was,0,10,3,13
2005,14,1211,sfo,sea,3,0,0,3
2005,14,1211,sea,sfo,7,17,14,41
2005,14,1211,mia,sdg,0,3,17,23
2005,14,1211,sdg,mia,7,0,0,21
2005,14,1211,rav,den,3,0,0,10
2005,14,1211,den,rav,3,3,6,12
2005,14,1211,kan,dal,7,7,7,28
2005,14,1211,dal,kan,0,17,0,31
2005,14,1211,det,gnb,13,0,0,13
2005,14,1211,gnb,det,3,7,0,16
2005,14,1212,nor,atl,3,14,0,17
2005,14,1212,atl,nor,7,14,9,36
2005,15,1217,tam,nwe,0,0,0,0
2005,15,1217,nwe,tam,7,14,0,28
2005,15,1217,kan,nyg,0,3,7,17
2005,15,1217,nyg,kan,0,10,3,27
2005,15,1217,den,buf,0,7,14,28
2005,15,1217,buf,den,7,0,3,17
2005,15,1218,phi,ram,7,0,3,17
2005,15,1218,ram,phi,3,10,3,16
2005,15,1218,sfo,jax,3,3,0,9
2005,15,1218,jax,sfo,0,7,0,10
2005,15,1218,crd,htx,3,7,0,19
2005,15,1218,htx,crd,0,24,3,30
2005,15,1218,sdg,clt,10,3,3,26
2005,15,1218,clt,sdg,0,0,17,17
2005,15,1218,sea,oti,14,0,7,28
2005,15,1218,oti,sea,0,14,10,24
2005,15,1218,car,nor,7,10,7,27
2005,15,1218,nor,car,7,0,0,10
2005,15,1218,nyj,mia,0,10,7,20
2005,15,1218,mia,nyj,7,3,0,24
2005,15,1218,pit,min,3,7,6,18
2005,15,1218,min,pit,3,0,0,3
2005,15,1218,cle,rai,0,3,3,9
2005,15,1218,rai,cle,0,7,0,7
2005,15,1218,cin,det,17,7,7,41
2005,15,1218,det,cin,0,7,3,17
2005,15,1218,dal,was,0,0,0,7
2005,15,1218,was,dal,7,21,7,35
2005,15,1218,atl,chi,0,3,0,3
2005,15,1218,chi,atl,0,6,10,16
2005,15,1219,gnb,rav,3,0,0,3
2005,15,1219,rav,gnb,14,10,10,48
2005,16,1224,sdg,kan,7,0,0,7
2005,16,1224,kan,sdg,7,13,0,20
2005,16,1224,atl,tam,7,10,0,24
2005,16,1224,tam,atl,7,7,0,27
2005,16,1224,sfo,ram,7,10,0,24
2005,16,1224,ram,sfo,3,17,0,20
2005,16,1224,pit,cle,14,6,14,41
2005,16,1224,cle,pit,0,0,0,0
2005,16,1224,buf,cin,6,7,7,37
2005,16,1224,cin,buf,0,14,10,27
2005,16,1224,dal,car,7,3,7,24
2005,16,1224,car,dal,10,3,0,20
2005,16,1224,nyg,was,10,7,3,20
2005,16,1224,was,nyg,14,7,7,35
2005,16,1224,oti,mia,3,0,0,10
2005,16,1224,mia,oti,0,17,0,24
2005,16,1224,jax,htx,7,3,7,38
2005,16,1224,htx,jax,3,10,0,20
2005,16,1224,det,nor,0,7,0,13
2005,16,1224,nor,det,0,3,6,12
2005,16,1224,phi,crd,0,7,0,21
2005,16,1224,crd,phi,6,7,7,27
2005,16,1224,rai,den,0,0,0,3
2005,16,1224,den,rai,10,6,6,22
2005,16,1224,clt,sea,3,3,0,13
2005,16,1224,sea,clt,7,7,7,28
2005,16,1225,chi,gnb,7,7,10,24
2005,16,1225,gnb,chi,0,7,0,17
2005,16,1225,min,rav,7,7,6,23
2005,16,1225,rav,min,7,3,7,30
2005,16,1226,nwe,nyj,7,14,7,31
2005,16,1226,nyj,nwe,7,0,0,21
2005,17,1231,den,sdg,0,14,2,23
2005,17,1231,sdg,den,0,7,0,7
2005,17,1231,nyg,rai,7,13,7,30
2005,17,1231,rai,nyg,7,7,7,21
2006,17,0101,cin,kan,3,0,0,3
2006,17,0101,kan,cin,3,17,10,37
2006,17,0101,buf,nyj,3,10,10,26
2006,17,0101,nyj,buf,3,14,3,30
2006,17,0101,nor,tam,0,10,0,13
2006,17,0101,tam,nor,7,10,0,27
2006,17,0101,det,pit,14,0,7,21
2006,17,0101,pit,det,14,7,14,35
2006,17,0101,mia,nwe,7,6,5,28
2006,17,0101,nwe,mia,7,3,3,26
2006,17,0101,sea,gnb,0,7,7,17
2006,17,0101,gnb,sea,6,7,7,23
2006,17,0101,crd,clt,0,3,7,13
2006,17,0101,clt,crd,7,3,7,17
2006,17,0101,rav,cle,0,13,3,16
2006,17,0101,cle,rav,0,6,14,20
2006,17,0101,car,atl,14,13,10,44
2006,17,0101,atl,car,3,0,0,11
2006,17,0101,htx,sfo,10,0,7,17
2006,17,0101,sfo,htx,0,7,10,20
2006,17,0101,oti,jax,0,0,0,13
2006,17,0101,jax,oti,17,10,13,40
2006,17,0101,chi,min,3,0,0,10
2006,17,0101,min,chi,0,17,7,34
2006,17,0101,was,phi,7,3,7,31
2006,17,0101,phi,was,10,7,3,20
2006,17,0101,ram,dal,0,10,0,20
2006,17,0101,dal,ram,7,3,0,10
2006,18,0107,was,tam,14,3,0,17
2006,18,0107,tam,was,0,3,7,10
2006,18,0107,jax,nwe,0,3,0,3
2006,18,0107,nwe,jax,0,7,14,28
2006,18,0108,car,nyg,0,10,7,23
2006,18,0108,nyg,car,0,0,0,0
2006,18,0108,pit,cin,0,14,14,31
2006,18,0108,cin,pit,10,7,0,17
2006,19,0114,was,sea,0,3,0,10
2006,19,0114,sea,was,0,7,7,20
2006,19,0114,nwe,den,0,3,3,13
2006,19,0114,den,nwe,0,10,7,27
2006,19,0115,pit,clt,14,0,7,21
2006,19,0115,clt,pit,0,3,0,18
2006,19,0115,car,chi,7,9,7,29
2006,19,0115,chi,car,0,7,7,21
2006,20,0122,pit,den,3,21,0,34
2006,20,0122,den,pit,0,3,7,17
2006,20,0122,car,sea,0,7,0,14
2006,20,0122,sea,car,10,10,7,34
2006,21,0205,sea,pit,3,0,7,10
2006,21,0205,pit,sea,0,7,7,21
2006,1,0907,mia,pit,0,10,7,17
2006,1,0907,pit,mia,0,14,0,28
2006,1,0910,cin,kan,0,17,0,23
2006,1,0910,kan,cin,3,0,0,10
2006,1,0910,rav,tam,7,10,3,27
2006,1,0910,tam,rav,0,0,0,0
2006,1,0910,den,ram,0,7,0,10
2006,1,0910,ram,den,3,9,3,18
2006,1,0910,buf,nwe,10,7,0,17
2006,1,0910,nwe,buf,7,0,7,19
2006,1,0910,phi,htx,0,14,7,24
2006,1,0910,htx,phi,7,3,0,10
2006,1,0910,atl,car,3,10,7,20
2006,1,0910,car,atl,3,0,3,6
2006,1,0910,nyj,oti,0,13,3,23
2006,1,0910,oti,nyj,0,0,0,16
2006,1,0910,nor,cle,3,6,7,19
2006,1,0910,cle,nor,0,0,7,14
2006,1,0910,sea,det,0,6,0,9
2006,1,0910,det,sea,3,0,0,6
2006,1,0910,dal,jax,10,0,0,17
2006,1,0910,jax,dal,0,10,0,24
2006,1,0910,chi,gnb,7,9,3,26
2006,1,0910,gnb,chi,0,0,0,0
2006,1,0910,sfo,crd,7,7,7,27
2006,1,0910,crd,sfo,21,3,7,34
2006,1,0910,clt,nyg,3,13,0,26
2006,1,0910,nyg,clt,0,7,7,21
2006,1,0911,min,was,6,3,7,19
2006,1,0911,was,min,3,10,3,16
2006,1,0911,sdg,rai,3,10,0,27
2006,1,0911,rai,sdg,0,0,0,0
2006,2,0917,rai,rav,0,3,0,6
2006,2,0917,rav,rai,9,7,2,28
2006,2,0917,nyg,phi,7,0,0,30
2006,2,0917,phi,nyg,7,10,7,24
2006,2,0917,nor,gnb,0,14,6,34
2006,2,0917,gnb,nor,13,0,0,27
2006,2,0917,cle,cin,3,0,0,17
2006,2,0917,cin,cle,14,3,0,34
2006,2,0917,det,chi,0,0,7,7
2006,2,0917,chi,det,10,14,7,34
2006,2,0917,car,min,0,10,3,13
2006,2,0917,min,car,3,3,0,16
2006,2,0917,buf,mia,3,0,13,16
2006,2,0917,mia,buf,0,0,0,6
2006,2,0917,htx,clt,0,3,0,24
2006,2,0917,clt,htx,14,6,10,43
2006,2,0917,tam,atl,0,3,0,3
2006,2,0917,atl,tam,7,7,0,14
2006,2,0917,ram,sfo,0,10,0,13
2006,2,0917,sfo,ram,3,0,14,20
2006,2,0917,crd,sea,0,0,3,10
2006,2,0917,sea,crd,14,0,0,21
2006,2,0917,oti,sdg,0,0,0,7
2006,2,0917,sdg,oti,3,17,6,40
2006,2,0917,nwe,nyj,7,10,7,24
2006,2,0917,nyj,nwe,0,0,14,17
2006,2,0917,kan,den,0,3,3,6
2006,2,0917,den,kan,0,0,3,9
2006,2,0917,was,dal,0,10,0,10
2006,2,0917,dal,was,10,7,0,27
2006,2,0918,pit,jax,0,0,0,0
2006,2,0918,jax,pit,0,0,3,9
2006,3,0924,jax,clt,7,0,0,14
2006,3,0924,clt,jax,0,7,7,21
2006,3,0924,nyj,buf,0,14,7,28
2006,3,0924,buf,nyj,7,3,0,20
2006,3,0924,cin,pit,0,14,0,28
2006,3,0924,pit,cin,7,0,10,20
2006,3,0924,oti,mia,0,7,3,10
2006,3,0924,mia,oti,3,0,7,13
2006,3,0924,gnb,det,14,3,7,31
2006,3,0924,det,gnb,14,0,7,24
2006,3,0924,car,tam,10,10,3,26
2006,3,0924,tam,car,0,7,14,24
2006,3,0924,was,htx,7,14,7,31
2006,3,0924,htx,was,7,0,0,15
2006,3,0924,chi,min,3,0,6,19
2006,3,0924,min,chi,3,3,0,16
2006,3,0924,rav,cle,3,0,0,15
2006,3,0924,cle,rav,0,14,0,14
2006,3,0924,phi,sfo,14,10,7,38
2006,3,0924,sfo,phi,0,3,7,24
2006,3,0924,ram,crd,0,13,3,16
2006,3,0924,crd,ram,7,0,0,14
2006,3,0924,nyg,sea,0,3,0,30
2006,3,0924,sea,nyg,21,14,7,42
2006,3,0924,den,nwe,0,10,0,17
2006,3,0924,nwe,den,0,0,0,7
2006,3,0925,atl,nor,3,0,0,3
2006,3,0925,nor,atl,14,6,3,23
2006,4,1001,sfo,kan,0,0,0,0
2006,4,1001,kan,sfo,10,14,3,41
2006,4,1001,nor,car,0,3,0,18
2006,4,1001,car,nor,7,0,0,21
2006,4,1001,min,buf,3,3,0,12
2006,4,1001,buf,min,0,7,7,17
2006,4,1001,sdg,rav,7,6,0,13
2006,4,1001,rav,sdg,7,0,0,16
2006,4,1001,clt,nyj,7,7,0,31
2006,4,1001,nyj,clt,0,14,0,28
2006,4,1001,mia,htx,0,3,3,15
2006,4,1001,htx,mia,0,3,0,17
2006,4,1001,crd,atl,3,7,0,10
2006,4,1001,atl,crd,6,6,10,32
2006,4,1001,dal,oti,7,7,14,45
2006,4,1001,oti,dal,3,3,8,14
2006,4,1001,det,ram,3,14,10,34
2006,4,1001,ram,det,13,3,14,41
2006,4,1001,jax,was,10,7,0,30
2006,4,1001,was,jax,7,6,7,36
2006,4,1001,cle,rai,0,10,14,24
2006,4,1001,rai,cle,7,14,0,21
2006,4,1001,nwe,cin,0,14,7,38
2006,4,1001,cin,nwe,6,0,7,13
2006,4,1001,sea,chi,3,3,0,6
2006,4,1001,chi,sea,7,13,14,37
2006,4,1002,gnb,phi,3,6,0,9
2006,4,1002,phi,gnb,0,7,17,31
2006,5,1008,oti,clt,7,3,3,13
2006,5,1008,clt,oti,0,0,7,14
2006,5,1008,cle,car,3,0,3,12
2006,5,1008,car,cle,7,7,3,20
2006,5,1008,mia,nwe,0,10,0,10
2006,5,1008,nwe,mia,3,10,0,20
2006,5,1008,ram,gnb,7,7,3,23
2006,5,1008,gnb,ram,7,6,0,20
2006,5,1008,buf,chi,0,0,0,7
2006,5,1008,chi,buf,6,21,3,40
2006,5,1008,was,nyg,3,0,0,3
2006,5,1008,nyg,was,0,9,7,19
2006,5,1008,tam,nor,7,0,7,21
2006,5,1008,nor,tam,3,7,7,24
2006,5,1008,det,min,0,10,7,17
2006,5,1008,min,det,3,0,0,26
2006,5,1008,rai,sfo,3,10,0,20
2006,5,1008,sfo,rai,7,0,14,34
2006,5,1008,nyj,jax,0,0,0,0
2006,5,1008,jax,nyj,14,14,10,41
2006,5,1008,kan,crd,0,10,0,23
2006,5,1008,crd,kan,14,3,3,20
2006,5,1008,dal,phi,7,14,0,24
2006,5,1008,phi,dal,10,7,7,38
2006,5,1008,pit,sdg,7,6,0,13
2006,5,1008,sdg,pit,0,7,10,23
2006,5,1009,rav,den,3,0,0,3
2006,5,1009,den,rav,0,3,0,13
2006,6,1015,htx,dal,3,3,0,6
2006,6,1015,dal,htx,0,3,14,34
2006,6,1015,oti,was,3,10,9,25
2006,6,1015,was,oti,7,7,0,22
2006,6,1015,cin,tam,0,7,3,13
2006,6,1015,tam,cin,0,0,7,14
2006,6,1015,car,rav,3,10,0,23
2006,6,1015,rav,car,0,7,0,21
2006,6,1015,sea,ram,7,0,7,30
2006,6,1015,ram,sea,7,14,0,28
2006,6,1015,phi,nor,0,3,14,24
2006,6,1015,nor,phi,10,7,0,27
2006,6,1015,buf,det,0,10,0,17
2006,6,1015,det,buf,10,7,0,20
2006,6,1015,nyg,atl,0,3,14,27
2006,6,1015,atl,nyg,0,7,7,14
2006,6,1015,sdg,sfo,14,21,3,48
2006,6,1015,sfo,sdg,7,12,0,19
2006,6,1015,kan,pit,0,0,7,7
2006,6,1015,pit,kan,14,17,0,45
2006,6,1015,mia,nyj,0,0,3,17
2006,6,1015,nyj,mia,3,0,10,20
2006,6,1015,rai,den,0,0,3,3
2006,6,1015,den,rai,7,6,0,13
2006,6,1016,chi,crd,0,0,10,24
2006,6,1016,crd,chi,14,6,3,23
2006,7,1022,sdg,kan,0,6,7,27
2006,7,1022,kan,sdg,14,6,7,30
2006,7,1022,nwe,buf,14,0,7,28
2006,7,1022,buf,nwe,3,0,0,6
2006,7,1022,phi,tam,0,0,7,21
2006,7,1022,tam,phi,0,7,10,23
2006,7,1022,gnb,mia,0,6,14,34
2006,7,1022,mia,gnb,7,3,3,24
2006,7,1022,car,cin,7,7,0,14
2006,7,1022,cin,car,0,7,3,17
2006,7,1022,det,nyj,0,7,3,24
2006,7,1022,nyj,det,14,7,0,31
2006,7,1022,jax,htx,0,0,7,7
2006,7,1022,htx,jax,0,10,0,27
2006,7,1022,pit,atl,10,14,7,38
2006,7,1022,atl,pit,7,14,14,41
2006,7,1022,den,cle,0,10,7,17
2006,7,1022,cle,den,0,0,0,7
2006,7,1022,crd,rai,0,3,3,9
2006,7,1022,rai,crd,14,3,5,22
2006,7,1022,was,clt,0,14,0,22
2006,7,1022,clt,was,7,6,20,36
2006,7,1022,min,sea,3,7,14,31
2006,7,1022,sea,min,7,3,0,13
2006,7,1023,nyg,dal,9,3,14,36
2006,7,1023,dal,nyg,0,7,0,22
2006,8,1029,sea,kan,7,7,7,28
2006,8,1029,kan,sea,10,10,7,35
2006,8,1029,atl,cin,6,7,13,29
2006,8,1029,cin,atl,7,10,3,27
2006,8,1029,htx,oti,0,3,7,22
2006,8,1029,oti,htx,0,14,7,28
2006,8,1029,crd,gnb,0,7,7,14
2006,8,1029,gnb,crd,7,14,7,31
2006,8,1029,sfo,chi,0,0,0,10
2006,8,1029,chi,sfo,24,17,0,41
2006,8,1029,tam,nyg,0,3,0,3
2006,8,1029,nyg,tam,7,7,0,17
2006,8,1029,rav,nor,7,21,7,35
2006,8,1029,nor,rav,0,7,0,22
