year,week,day,team,opp,q1,q2,q3,final
1979,1,0901,det,tam,0,7,0,16
1979,1,0901,tam,det,10,14,0,31
1979,1,0902,mia,buf,0,0,3,9
1979,1,0902,buf,mia,0,7,0,7
1979,1,0902,oti,was,6,0,7,29
1979,1,0902,was,oti,0,17,7,27
1979,1,0902,nyg,phi,3,0,7,17
1979,1,0902,phi,nyg,0,23,0,23
1979,1,0902,sfo,min,0,6,3,22
1979,1,0902,min,sfo,0,0,14,28
1979,1,0902,gnb,chi,0,0,3,3
1979,1,0902,chi,gnb,0,6,0,6
1979,1,0902,atl,nor,0,20,7,40
1979,1,0902,nor,atl,7,21,3,34
1979,1,0902,dal,crd,3,7,3,22
1979,1,0902,crd,dal,0,7,7,21
1979,1,0902,sdg,sea,0,13,10,33
1979,1,0902,sea,sdg,3,7,0,16
1979,1,0902,rai,ram,0,10,14,24
1979,1,0902,ram,rai,7,10,0,17
1979,1,0902,cle,nyj,7,3,9,25
1979,1,0902,nyj,cle,3,7,3,22
1979,1,0902,clt,kan,0,0,0,0
1979,1,0902,kan,clt,0,7,0,14
1979,1,0902,cin,den,0,0,0,0
1979,1,0902,den,cin,0,3,7,10
1979,1,0903,pit,nwe,0,6,0,16
1979,1,0903,nwe,pit,7,6,0,13
1979,2,0906,ram,den,6,0,0,13
1979,2,0906,den,ram,0,2,7,9
1979,2,0909,min,chi,0,7,0,7
1979,2,0909,chi,min,0,10,9,26
1979,2,0909,cin,buf,0,10,7,24
1979,2,0909,buf,cin,0,10,21,51
1979,2,0909,oti,pit,0,0,0,7
1979,2,0909,pit,oti,7,3,14,38
1979,2,0909,crd,nyg,0,14,13,27
1979,2,0909,nyg,crd,14,0,0,14
1979,2,0909,nor,gnb,3,9,0,19
1979,2,0909,gnb,nor,0,0,21,28
1979,2,0909,was,det,0,17,7,27
1979,2,0909,det,was,3,0,0,24
1979,2,0909,tam,clt,0,13,0,29
1979,2,0909,clt,tam,17,0,0,26
1979,2,0909,dal,sfo,3,3,7,21
1979,2,0909,sfo,dal,3,7,0,13
1979,2,0909,rai,sdg,0,3,7,10
1979,2,0909,sdg,rai,14,7,2,30
1979,2,0909,nyj,nwe,3,0,0,3
1979,2,0909,nwe,nyj,14,21,7,56
1979,2,0909,sea,mia,0,3,7,10
1979,2,0909,mia,sea,0,9,3,19
1979,2,0909,cle,kan,10,7,3,27
1979,2,0909,kan,cle,0,0,7,24
1979,2,0910,atl,phi,0,7,0,14
1979,2,0910,phi,atl,3,7,0,10
1979,3,0916,clt,cle,10,0,0,10
1979,3,0916,cle,clt,0,3,7,13
1979,3,0916,nwe,cin,0,7,7,20
1979,3,0916,cin,nwe,0,0,7,14
1979,3,0916,den,atl,7,3,7,20
1979,3,0916,atl,den,0,10,0,17
1979,3,0916,det,nyj,0,7,0,10
1979,3,0916,nyj,det,0,14,3,31
1979,3,0916,phi,nor,3,10,3,26
1979,3,0916,nor,phi,0,7,0,14
1979,3,0916,kan,oti,0,6,0,6
1979,3,0916,oti,kan,7,10,0,20
1979,3,0916,mia,min,0,7,0,27
1979,3,0916,min,mia,3,6,3,12
1979,3,0916,tam,gnb,0,7,14,21
1979,3,0916,gnb,tam,3,0,0,10
1979,3,0916,rai,sea,0,0,7,10
1979,3,0916,sea,rai,7,3,10,27
1979,3,0916,buf,sdg,6,6,7,19
1979,3,0916,sdg,buf,7,6,7,27
1979,3,0916,sfo,ram,10,0,0,24
1979,3,0916,ram,sfo,0,14,7,27
1979,3,0916,chi,dal,7,0,6,20
1979,3,0916,dal,chi,7,3,7,24
1979,3,0916,pit,crd,7,0,0,24
1979,3,0916,crd,pit,9,6,6,21
1979,3,0917,nyg,was,0,0,0,0
1979,3,0917,was,nyg,3,14,7,27
1979,4,0923,oti,cin,0,10,17,30
1979,4,0923,cin,oti,14,10,0,27
1979,4,0923,nyj,buf,3,21,0,31
1979,4,0923,buf,nyj,6,13,21,46
1979,4,0923,clt,pit,10,0,3,13
1979,4,0923,pit,clt,7,3,0,17
1979,4,0923,sdg,nwe,0,14,0,21
1979,4,0923,nwe,sdg,17,3,0,27
1979,4,0923,gnb,min,0,14,0,21
1979,4,0923,min,gnb,7,0,7,27
1979,4,0923,atl,det,0,3,13,23
1979,4,0923,det,atl,7,3,0,24
1979,4,0923,was,crd,14,0,0,17
1979,4,0923,crd,was,0,0,7,7
1979,4,0923,rai,kan,0,0,0,7
1979,4,0923,kan,rai,14,0,7,35
1979,4,0923,ram,tam,6,0,0,6
1979,4,0923,tam,ram,0,21,0,21
1979,4,0923,nor,sfo,0,13,14,30
1979,4,0923,sfo,nor,7,7,0,21
1979,4,0923,phi,nyg,7,7,3,17
1979,4,0923,nyg,phi,3,3,0,13
1979,4,0923,chi,mia,0,6,3,16
1979,4,0923,mia,chi,3,0,14,31
1979,4,0923,sea,den,10,10,14,34
1979,4,0923,den,sea,0,10,21,37
1979,4,0924,dal,cle,7,0,0,7
1979,4,0924,cle,dal,20,0,0,26
1979,5,0930,was,atl,3,10,3,16
1979,5,0930,atl,was,7,0,0,7
1979,5,0930,pit,phi,0,7,0,14
1979,5,0930,phi,pit,0,7,10,17
1979,5,0930,mia,nyj,10,0,0,27
1979,5,0930,nyj,mia,7,13,6,33
1979,5,0930,nyg,nor,0,0,7,14
1979,5,0930,nor,nyg,0,10,7,24
1979,5,0930,min,det,0,3,7,13
1979,5,0930,det,min,0,0,3,10
1979,5,0930,buf,clt,0,14,17,31
1979,5,0930,clt,buf,3,3,0,13
1979,5,0930,tam,chi,0,10,0,17
1979,5,0930,chi,tam,0,3,3,13
1979,5,0930,cle,oti,0,10,0,10
1979,5,0930,oti,cle,10,14,7,31
1979,5,0930,kan,sea,0,10,0,24
1979,5,0930,sea,kan,3,0,3,6
1979,5,0930,sfo,sdg,0,3,6,9
1979,5,0930,sdg,sfo,0,17,0,31
1979,5,0930,crd,ram,0,0,0,0
1979,5,0930,ram,crd,7,7,0,21
1979,5,0930,den,rai,0,3,0,3
1979,5,0930,rai,den,7,7,0,27
1979,5,0930,cin,dal,3,3,7,13
1979,5,0930,dal,cin,7,14,10,38
1979,5,1001,nwe,gnb,7,7,0,14
1979,5,1001,gnb,nwe,7,13,7,27
1979,6,1007,kan,cin,0,10,0,10
1979,6,1007,cin,kan,0,0,7,7
1979,6,1007,chi,buf,0,0,0,7
1979,6,1007,buf,chi,0,0,0,0
1979,6,1007,gnb,atl,0,7,0,7
1979,6,1007,atl,gnb,10,5,3,25
1979,6,1007,was,phi,0,7,0,17
1979,6,1007,phi,was,7,7,14,28
1979,6,1007,tam,nyg,0,7,0,14
1979,6,1007,nyg,tam,0,14,0,17
1979,6,1007,det,nwe,0,3,14,17
1979,6,1007,nwe,det,0,14,0,24
1979,6,1007,crd,oti,0,7,3,24
1979,6,1007,oti,crd,0,14,0,17
1979,6,1007,ram,nor,0,28,0,35
1979,6,1007,nor,ram,7,0,3,17
1979,6,1007,dal,min,3,20,7,36
1979,6,1007,min,dal,7,3,10,20
1979,6,1007,sdg,den,0,0,0,0
1979,6,1007,den,sdg,0,0,7,7
1979,6,1007,nyj,clt,0,3,3,8
1979,6,1007,clt,nyj,10,0,0,10
1979,6,1007,pit,cle,21,9,7,51
1979,6,1007,cle,pit,0,14,7,35
1979,6,1007,sea,sfo,14,7,7,35
1979,6,1007,sfo,sea,7,3,0,24
1979,6,1008,mia,rai,0,0,3,3
1979,6,1008,rai,mia,0,0,13,13
1979,7,1014,was,cle,0,3,3,13
1979,7,1014,cle,was,0,6,3,9
1979,7,1014,pit,cin,3,0,0,10
1979,7,1014,cin,pit,7,20,0,34
1979,7,1014,nor,tam,0,0,21,42
1979,7,1014,tam,nor,0,0,7,14
1979,7,1014,sfo,nyg,3,0,7,16
1979,7,1014,nyg,sfo,2,27,0,32
1979,7,1014,buf,mia,0,0,7,7
1979,7,1014,mia,buf,7,10,0,17
1979,7,1014,phi,crd,0,7,10,24
1979,7,1014,crd,phi,3,3,7,20
1979,7,1014,nwe,chi,14,0,3,27
1979,7,1014,chi,nwe,0,7,0,7
1979,7,1014,oti,clt,7,7,14,28
1979,7,1014,clt,oti,6,0,3,16
1979,7,1014,sea,sdg,0,3,0,10
1979,7,1014,sdg,sea,7,0,7,20
1979,7,1014,atl,rai,0,0,12,19
1979,7,1014,rai,atl,10,9,10,50
1979,7,1014,den,kan,3,7,7,24
1979,7,1014,kan,den,0,0,0,10
1979,7,1014,det,gnb,0,9,7,16
1979,7,1014,gnb,det,0,10,7,24
1979,7,1014,ram,dal,0,6,0,6
1979,7,1014,dal,ram,6,7,17,30
1979,7,1015,min,nyj,0,0,0,7
1979,7,1015,nyj,min,7,0,7,14
1979,8,1021,cin,cle,7,0,13,27
1979,8,1021,cle,cin,7,0,7,28
1979,8,1021,clt,buf,0,7,0,14
1979,8,1021,buf,clt,0,0,7,13
1979,8,1021,phi,was,0,0,0,7
1979,8,1021,was,phi,0,7,7,17
1979,8,1021,gnb,tam,0,0,3,3
1979,8,1021,tam,gnb,7,7,0,21
1979,8,1021,rai,nyj,0,10,3,19
1979,8,1021,nyj,rai,7,0,7,28
1979,8,1021,mia,nwe,10,3,0,13
1979,8,1021,nwe,mia,0,7,7,28
1979,8,1021,crd,dal,6,7,0,13
1979,8,1021,dal,crd,3,14,2,22
1979,8,1021,det,nor,0,0,7,7
1979,8,1021,nor,det,7,3,7,17
1979,8,1021,chi,min,7,7,3,27
1979,8,1021,min,chi,3,7,7,30
1979,8,1021,atl,sfo,0,9,0,15
1979,8,1021,sfo,atl,7,0,7,20
1979,8,1021,oti,sea,0,7,0,14
1979,8,1021,sea,oti,7,7,6,34
1979,8,1021,sdg,ram,7,7,17,40
1979,8,1021,ram,sdg,7,0,0,16
1979,8,1021,nyg,kan,0,0,14,21
1979,8,1021,kan,nyg,3,7,0,17
1979,8,1022,den,pit,7,0,0,7
1979,8,1022,pit,den,7,21,0,42
1979,9,1025,sdg,rai,0,6,16,22
1979,9,1025,rai,sdg,14,10,7,45
1979,9,1028,nor,was,7,7,0,14
1979,9,1028,was,nor,3,7,0,10
1979,9,1028,dal,pit,0,3,0,3
1979,9,1028,pit,dal,0,7,7,14
1979,9,1028,nyj,oti,7,3,0,24
1979,9,1028,oti,nyj,0,17,7,27
1979,9,1028,buf,det,0,0,6,20
1979,9,1028,det,buf,14,0,3,17
1979,9,1028,nwe,clt,13,0,6,26
1979,9,1028,clt,nwe,14,3,7,31
1979,9,1028,tam,min,3,0,3,12
1979,9,1028,min,tam,0,10,0,10
1979,9,1028,cle,crd,10,0,7,38
1979,9,1028,crd,cle,6,7,0,20
1979,9,1028,phi,cin,3,0,3,13
1979,9,1028,cin,phi,17,7,10,37
1979,9,1028,chi,sfo,7,7,7,28
1979,9,1028,sfo,chi,3,14,3,27
1979,9,1028,nyg,ram,3,7,3,20
1979,9,1028,ram,nyg,0,0,7,14
1979,9,1028,gnb,mia,0,0,7,7
1979,9,1028,mia,gnb,0,13,14,27
1979,9,1028,kan,den,0,0,3,3
1979,9,1028,den,kan,7,7,6,20
1979,9,1029,sea,atl,0,21,3,31
1979,9,1029,atl,sea,7,7,0,28
1979,10,1104,nwe,buf,0,6,10,26
1979,10,1104,buf,nwe,6,0,0,6
1979,10,1104,tam,atl,7,0,0,14
1979,10,1104,atl,tam,0,3,0,17
1979,10,1104,was,pit,0,7,0,7
1979,10,1104,pit,was,7,17,7,38
1979,10,1104,cle,phi,7,3,0,24
1979,10,1104,phi,cle,6,7,6,19
1979,10,1104,dal,nyg,3,0,3,16
1979,10,1104,nyg,dal,0,7,0,14
1979,10,1104,sdg,kan,10,0,3,20
1979,10,1104,kan,sdg,0,0,0,14
1979,10,1104,min,crd,0,7,0,7
1979,10,1104,crd,min,3,7,14,37
1979,10,1104,cin,clt,0,21,0,28
1979,10,1104,clt,cin,7,10,7,38
1979,10,1104,det,chi,0,7,0,7
1979,10,1104,chi,det,7,7,14,35
1979,10,1104,ram,sea,14,7,3,24
1979,10,1104,sea,ram,0,0,0,0
1979,10,1104,sfo,rai,0,10,0,10
1979,10,1104,rai,sfo,9,7,7,23
1979,10,1104,nyj,gnb,0,21,3,27
1979,10,1104,gnb,nyj,6,9,7,22
1979,10,1104,nor,den,0,0,3,3
1979,10,1104,den,nor,3,0,0,10
1979,10,1105,oti,mia,0,3,6,9
1979,10,1105,mia,oti,3,0,0,6
1979,11,1111,sea,cle,7,9,0,29
1979,11,1111,cle,sea,0,3,14,24
1979,11,1111,sdg,cin,0,13,3,26
1979,11,1111,cin,sdg,14,0,0,24
1979,11,1111,crd,was,7,0,0,28
1979,11,1111,was,crd,7,10,3,30
1979,11,1111,rai,oti,7,7,0,17
1979,11,1111,oti,rai,7,7,14,31
1979,11,1111,buf,nyj,0,7,0,14
1979,11,1111,nyj,buf,0,6,0,12
1979,11,1111,clt,mia,0,0,0,0
1979,11,1111,mia,clt,7,6,3,19
1979,11,1111,pit,kan,10,10,0,30
1979,11,1111,kan,pit,0,0,3,3
1979,11,1111,tam,det,0,3,3,16
1979,11,1111,det,tam,7,0,7,14
1979,11,1111,ram,chi,9,7,7,23
1979,11,1111,chi,ram,0,7,7,27
1979,11,1111,sfo,nor,0,3,10,20
1979,11,1111,nor,sfo,17,7,7,31
1979,11,1111,min,gnb,0,0,0,7
1979,11,1111,gnb,min,7,6,0,19
1979,11,1111,atl,nyg,0,0,3,3
1979,11,1111,nyg,atl,0,10,7,24
1979,11,1111,nwe,den,0,7,3,10
1979,11,1111,den,nwe,24,14,0,45
1979,11,1112,phi,dal,7,10,7,31
1979,11,1112,dal,phi,7,0,0,21
1979,12,1118,mia,cle,0,3,7,24
1979,12,1118,cle,mia,7,0,10,30
1979,12,1118,nyj,chi,6,0,0,13
1979,12,1118,chi,nyj,7,7,6,23
1979,12,1118,gnb,buf,3,9,0,12
1979,12,1118,buf,gnb,3,3,6,19
1979,12,1118,dal,was,0,3,3,20
1979,12,1118,was,dal,7,7,10,34
1979,12,1118,crd,phi,0,6,7,13
1979,12,1118,phi,crd,3,3,3,16
1979,12,1118,clt,nwe,7,0,7,21
1979,12,1118,nwe,clt,6,27,10,50
1979,12,1118,det,min,0,7,0,7
1979,12,1118,min,det,0,0,14,14
1979,12,1118,nyg,tam,0,0,3,3
1979,12,1118,tam,nyg,0,14,10,31
1979,12,1118,den,sfo,3,14,21,38
1979,12,1118,sfo,den,0,21,0,28
1979,12,1118,nor,sea,7,7,3,24
1979,12,1118,sea,nor,7,17,0,38
1979,12,1118,pit,sdg,0,0,7,7
1979,12,1118,sdg,pit,7,14,7,35
1979,12,1118,kan,rai,7,3,14,24
1979,12,1118,rai,kan,0,7,7,21
1979,12,1118,cin,oti,0,7,7,21
1979,12,1118,oti,cin,7,28,0,42
1979,12,1119,atl,ram,0,0,7,14
1979,12,1119,ram,atl,7,7,0,20
1979,13,1122,chi,det,0,0,0,0
1979,13,1122,det,chi,3,10,0,20
1979,13,1122,oti,dal,7,10,6,30
1979,13,1122,dal,oti,14,7,0,24
1979,13,1125,nor,atl,7,20,0,37
1979,13,1125,atl,nor,0,6,0,6
1979,13,1125,min,tam,0,14,9,23
1979,13,1125,tam,min,6,3,7,22
1979,13,1125,cle,pit,10,10,7,30
1979,13,1125,pit,cle,3,10,0,33
1979,13,1125,was,nyg,0,3,3,6
1979,13,1125,nyg,was,7,0,0,14
1979,13,1125,buf,nwe,0,3,3,16
1979,13,1125,nwe,buf,0,3,0,13
1979,13,1125,crd,cin,0,7,14,28
1979,13,1125,cin,crd,7,21,3,34
1979,13,1125,phi,gnb,7,0,7,21
1979,13,1125,gnb,phi,3,0,0,10
1979,13,1125,ram,sfo,3,10,13,26
1979,13,1125,sfo,ram,7,10,0,20
1979,13,1125,kan,sdg,7,0,0,7
1979,13,1125,sdg,kan,7,7,7,28
1979,13,1125,rai,den,0,7,7,14
1979,13,1125,den,rai,0,0,0,10
1979,13,1125,mia,clt,7,7,7,28
1979,13,1125,clt,mia,7,0,7,24
1979,13,1126,nyj,sea,0,0,7,7
1979,13,1126,sea,nyj,3,13,14,30
1979,14,1129,nwe,mia,0,17,0,24
1979,14,1129,mia,nwe,3,10,16,39
1979,14,1202,oti,cle,7,0,0,7
1979,14,1202,cle,oti,7,0,0,14
1979,14,1202,den,buf,3,0,13,19
1979,14,1202,buf,den,0,10,0,16
1979,14,1202,gnb,was,0,21,0,21
1979,14,1202,was,gnb,7,0,7,38
1979,14,1202,chi,tam,7,7,0,14
1979,14,1202,tam,chi,0,0,0,0
1979,14,1202,cin,pit,0,10,7,17
1979,14,1202,pit,cin,10,14,10,37
1979,14,1202,det,phi,0,0,7,7
1979,14,1202,phi,det,0,24,13,44
1979,14,1202,clt,nyj,3,0,14,17
1979,14,1202,nyj,clt,3,17,7,30
1979,14,1202,sea,kan,0,0,7,21
1979,14,1202,kan,sea,14,10,6,37
1979,14,1202,sfo,crd,0,3,0,10
1979,14,1202,crd,sfo,0,0,7,13
1979,14,1202,atl,sdg,7,7,7,28
1979,14,1202,sdg,atl,7,3,7,26
1979,14,1202,min,ram,7,7,0,21
1979,14,1202,ram,min,7,7,7,27
1979,14,1202,nyg,dal,7,0,0,7
1979,14,1202,dal,nyg,0,7,14,28
1979,14,1203,rai,nor,7,7,7,42
1979,14,1203,nor,rai,0,28,7,35
1979,15,1208,dal,phi,10,0,7,24
1979,15,1208,phi,dal,3,7,0,17
1979,15,1208,den,sea,0,20,3,23
1979,15,1208,sea,den,7,7,7,28
1979,15,1209,ram,atl,0,28,3,34
1979,15,1209,atl,ram,0,6,0,13
1979,15,1209,cin,was,14,0,0,14
1979,15,1209,was,cin,7,14,0,28
1979,15,1209,chi,gnb,3,3,0,15
1979,15,1209,gnb,chi,0,7,0,14
1979,15,1209,mia,det,14,0,7,28
1979,15,1209,det,mia,0,3,0,10
1979,15,1209,nyg,crd,0,0,6,20
1979,15,1209,crd,nyg,9,3,7,29
1979,15,1209,buf,min,0,0,0,3
1979,15,1209,min,buf,7,3,0,10
1979,15,1209,kan,clt,7,0,0,10
1979,15,1209,clt,kan,7,0,0,7
1979,15,1209,tam,sfo,0,7,0,7
1979,15,1209,sfo,tam,10,3,0,23
1979,15,1209,cle,rai,0,0,7,14
1979,15,1209,rai,cle,7,6,0,19
1979,15,1209,nwe,nyj,0,12,7,26
1979,15,1209,nyj,nwe,7,10,7,27
1979,15,1209,sdg,nor,14,21,0,35
1979,15,1209,nor,sdg,0,0,0,0
1979,15,1210,pit,oti,0,0,3,17
1979,15,1210,oti,pit,0,7,3,20
1979,16,1215,nyj,mia,0,6,14,27
1979,16,1215,mia,nyj,7,7,3,24
1979,16,1215,gnb,det,6,3,9,18
1979,16,1215,det,gnb,7,0,0,13
1979,16,1216,sfo,atl,7,7,7,21
1979,16,1216,atl,sfo,3,7,7,31
1979,16,1216,kan,tam,0,0,0,0
1979,16,1216,tam,kan,0,0,0,3
1979,16,1216,buf,pit,0,0,0,0
1979,16,1216,pit,buf,7,7,7,28
1979,16,1216,clt,nyg,10,7,7,31
1979,16,1216,nyg,clt,0,0,7,7
1979,16,1216,min,nwe,6,7,3,23
1979,16,1216,nwe,min,7,0,0,27
1979,16,1216,cle,cin,6,0,0,12
1979,16,1216,cin,cle,0,6,7,16
1979,16,1216,crd,chi,0,0,6,6
1979,16,1216,chi,crd,14,7,7,42
1979,16,1216,nor,ram,0,14,6,29
1979,16,1216,ram,nor,7,0,0,14
1979,16,1216,sea,rai,10,7,9,29
1979,16,1216,rai,sea,7,10,0,24
1979,16,1216,phi,oti,9,3,7,26
1979,16,1216,oti,phi,0,10,0,20
1979,16,1216,was,dal,10,7,0,34
1979,16,1216,dal,was,0,14,7,35
1979,16,1217,den,sdg,7,0,0,7
1979,16,1217,sdg,den,0,7,7,17
1979,17,1223,chi,phi,7,10,0,17
1979,17,1223,phi,chi,7,3,7,27
1979,17,1223,den,oti,7,0,0,7
1979,17,1223,oti,den,3,7,0,13
1979,18,1229,phi,tam,0,7,3,17
1979,18,1229,tam,phi,7,10,0,24
1979,18,1229,oti,sdg,0,10,7,17
1979,18,1229,sdg,oti,7,0,7,14
1979,18,1230,mia,pit,0,0,7,14
1979,18,1230,pit,mia,20,0,7,34
1979,18,1230,ram,dal,0,14,0,21
1979,18,1230,dal,ram,2,3,7,19
1980,19,0106,oti,pit,7,3,0,13
1980,19,0106,pit,oti,3,14,0,27
1980,19,0106,ram,tam,0,6,0,9
1980,19,0106,tam,ram,0,0,0,0
1980,20,0120,ram,pit,7,6,6,19
1980,20,0120,pit,ram,3,7,7,31
1980,1,0907,nyg,crd,7,7,17,41
1980,1,0907,crd,nyg,7,7,14,35
1980,1,0907,tam,cin,0,10,0,17
1980,1,0907,cin,tam,3,0,2,12
1980,1,0907,mia,buf,0,0,7,7
1980,1,0907,buf,mia,0,3,0,17
1980,1,0907,oti,pit,0,0,17,17
1980,1,0907,pit,oti,17,0,0,31
1980,1,0907,cle,nwe,0,3,0,17
1980,1,0907,nwe,cle,3,10,14,34
1980,1,0907,sfo,nor,0,14,6,26
1980,1,0907,nor,sfo,0,7,6,23
1980,1,0907,atl,min,6,0,7,23
1980,1,0907,min,atl,7,7,7,24
1980,1,0907,chi,gnb,3,0,3,6
1980,1,0907,gnb,chi,0,6,0,12
1980,1,0907,sdg,sea,3,21,7,34
1980,1,0907,sea,sdg,3,0,3,13
1980,1,0907,det,ram,10,7,10,41
1980,1,0907,ram,det,6,14,0,20
1980,1,0907,den,phi,0,0,6,6
1980,1,0907,phi,den,7,13,0,27
1980,1,0907,clt,nyj,0,7,7,17
1980,1,0907,nyj,clt,0,0,14,14
1980,1,0907,rai,kan,7,0,14,27
1980,1,0907,kan,rai,7,0,0,14
1980,1,0908,dal,was,7,3,0,17
1980,1,0908,was,dal,0,0,0,3
1980,2,0911,ram,tam,0,3,3,9
1980,2,0911,tam,ram,0,3,0,10
1980,2,0914,nyj,buf,3,0,0,10
1980,2,0914,buf,nyj,0,10,10,20
1980,2,0914,atl,nwe,14,14,3,37
1980,2,0914,nwe,atl,7,14,0,21
1980,2,0914,phi,min,14,0,14,42
1980,2,0914,min,phi,0,7,0,7
1980,2,0914,nor,chi,3,0,0,3
1980,2,0914,chi,nor,10,3,2,22
1980,2,0914,sea,kan,7,10,0,17
1980,2,0914,kan,sea,0,7,6,16
1980,2,0914,det,gnb,3,13,6,29
1980,2,0914,gnb,det,0,7,0,7
1980,2,0914,pit,clt,3,10,0,20
1980,2,0914,clt,pit,0,7,10,17
1980,2,0914,crd,sfo,0,0,14,21
1980,2,0914,sfo,crd,0,7,0,24
1980,2,0914,rai,sdg,3,7,7,24
1980,2,0914,sdg,rai,3,7,0,30
1980,2,0914,was,nyg,6,14,0,23
1980,2,0914,nyg,was,0,14,0,21
1980,2,0914,cin,mia,0,7,7,16
1980,2,0914,mia,cin,0,0,0,17
1980,2,0914,dal,den,0,10,3,20
1980,2,0914,den,dal,7,17,14,41
1980,2,0915,oti,cle,0,3,7,16
1980,2,0915,cle,oti,0,7,0,7
1980,3,0921,pit,cin,0,14,7,28
1980,3,0921,cin,pit,10,3,0,30
1980,3,0921,min,chi,14,7,7,34
1980,3,0921,chi,min,0,0,0,14
1980,3,0921,mia,atl,3,0,0,20
1980,3,0921,atl,mia,0,7,7,17
1980,3,0921,sfo,nyj,14,10,6,37
1980,3,0921,nyj,sfo,0,3,3,27
1980,3,0921,crd,det,0,7,0,7
1980,3,0921,det,crd,0,10,0,20
1980,3,0921,kan,cle,0,6,7,13
1980,3,0921,cle,kan,0,7,13,20
1980,3,0921,clt,oti,0,9,0,16
1980,3,0921,oti,clt,7,7,7,21
1980,3,0921,buf,nor,7,7,7,35
1980,3,0921,nor,buf,0,19,0,26
1980,3,0921,nwe,sea,3,17,7,37
1980,3,0921,sea,nwe,3,14,0,31
1980,3,0921,gnb,ram,0,7,0,21
1980,3,0921,ram,gnb,7,37,7,51
1980,3,0921,was,rai,0,7,7,21
1980,3,0921,rai,was,3,7,7,24
1980,3,0921,sdg,den,3,24,3,30
1980,3,0921,den,sdg,3,3,7,13
1980,3,0921,tam,dal,7,10,0,17
1980,3,0921,dal,tam,7,7,7,28
1980,3,0922,nyg,phi,3,0,0,3
1980,3,0922,phi,nyg,7,14,7,35
1980,4,0928,oti,cin,0,7,0,13
1980,4,0928,cin,oti,7,3,0,10
1980,4,0928,rai,buf,0,0,7,7
1980,4,0928,buf,rai,7,10,0,24
1980,4,0928,cle,tam,0,17,7,34
1980,4,0928,tam,cle,6,7,0,27
1980,4,0928,chi,pit,3,0,0,3
1980,4,0928,pit,chi,7,17,7,38
1980,4,0928,ram,nyg,14,7,7,28
1980,4,0928,nyg,ram,0,0,0,7
1980,4,0928,nor,mia,0,9,7,16
1980,4,0928,mia,nor,0,0,0,21
1980,4,0928,dal,gnb,7,7,7,28
1980,4,0928,gnb,dal,0,7,0,7
1980,4,0928,min,det,0,7,0,7
1980,4,0928,det,min,7,0,3,27
1980,4,0928,phi,crd,0,7,0,14
1980,4,0928,crd,phi,7,3,7,24
1980,4,0928,nyj,clt,0,14,0,21
1980,4,0928,clt,nyj,7,14,7,35
1980,4,0928,sea,was,0,7,0,14
1980,4,0928,was,sea,0,0,0,0
1980,4,0928,atl,sfo,3,0,3,20
1980,4,0928,sfo,atl,0,3,0,17
1980,4,0928,sdg,kan,7,14,3,24
1980,4,0928,kan,sdg,0,7,0,7
1980,4,0929,den,nwe,7,0,7,14
1980,4,0929,nwe,den,3,7,7,23
1980,5,1005,den,cle,3,10,3,19
1980,5,1005,cle,den,3,10,3,16
1980,5,1005,det,atl,3,3,0,28
1980,5,1005,atl,det,17,17,2,43
1980,5,1005,was,phi,7,0,0,14
1980,5,1005,phi,was,7,14,3,24
1980,5,1005,sea,oti,3,20,3,26
1980,5,1005,oti,sea,0,0,0,7
1980,5,1005,nwe,nyj,7,7,7,21
1980,5,1005,nyj,nwe,6,0,0,11
1980,5,1005,crd,nor,7,20,3,40
1980,5,1005,nor,crd,0,0,7,7
1980,5,1005,pit,min,6,10,7,23
1980,5,1005,min,pit,3,0,0,17
1980,5,1005,clt,mia,10,0,7,30
1980,5,1005,mia,clt,3,14,0,17
1980,5,1005,cin,gnb,6,0,0,9
1980,5,1005,gnb,cin,7,7,0,14
1980,5,1005,nyg,dal,0,0,0,3
1980,5,1005,dal,nyg,3,14,0,24
1980,5,1005,buf,sdg,3,9,0,26
1980,5,1005,sdg,buf,7,10,7,24
1980,5,1005,sfo,ram,0,14,6,26
1980,5,1005,ram,sfo,17,17,7,48
1980,5,1005,kan,rai,14,17,0,31
1980,5,1005,rai,kan,0,3,0,17
1980,5,1006,tam,chi,0,0,0,0
1980,5,1006,chi,tam,0,3,10,23
1980,6,1012,clt,buf,10,7,0,17
1980,6,1012,buf,clt,0,9,0,12
1980,6,1012,gnb,tam,7,7,0,14
1980,6,1012,tam,gnb,0,7,0,14
1980,6,1012,cin,pit,10,7,0,17
1980,6,1012,pit,cin,0,0,16,16
1980,6,1012,phi,nyg,0,3,14,31
1980,6,1012,nyg,phi,7,9,0,16
1980,6,1012,mia,nwe,0,0,0,0
1980,6,1012,nwe,mia,10,7,0,34
1980,6,1012,ram,crd,0,14,0,21
1980,6,1012,crd,ram,0,0,7,13
1980,6,1012,chi,min,0,0,7,7
1980,6,1012,min,chi,3,0,3,13
1980,6,1012,sfo,dal,0,7,0,14
1980,6,1012,dal,sfo,14,24,14,59
1980,6,1012,nyj,atl,7,0,0,14
1980,6,1012,atl,nyj,0,0,0,7
1980,6,1012,cle,sea,7,6,7,27
1980,6,1012,sea,cle,0,3,0,3
1980,6,1012,sdg,rai,7,3,7,24
1980,6,1012,rai,sdg,7,10,7,38
1980,6,1012,oti,kan,3,7,3,20
1980,6,1012,kan,oti,0,0,14,21
1980,6,1012,nor,det,0,3,7,13
